collectionID=Scatter Plots Data 1
exception=null;finalScore=0.307702714743047;time_started=10:43:31;seed=42;experiment_id=5;cpus=1;done=true;memory_max=4096;trace={"17687610":0.307702714743047,"17096799":0.2459768605032537,"271739":0.0,"3540873":0.24198244790258328};measure=FMacroAvgL;split=0;host=node07-015;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=10:53:09;dataset=arts1;algorithm=bf
exception=null;finalScore=0.3534482764475474;time_started=11:07:07;seed=42;experiment_id=8;cpus=1;done=true;memory_max=4096;trace={"2553191":0.0649497710036713,"5071915":0.06781189839410058,"26676765":0.3534482764475474,"1931169":0.0,"6436861":0.17640928511583528};measure=FMacroAvgL;split=0;host=node07-022;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=11:27:55;dataset=bibtex;algorithm=bf
exception=null;finalScore=0.30361598833154063;time_started=12:01:34;seed=42;experiment_id=10;cpus=1;done=true;memory_max=4096;trace={"4784813":0.27451840050230064,"11941713":0.30361598833154063};measure=FMacroAvgL;split=1;host=node07-031;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=12:05:56;dataset=arts1;algorithm=bf
exception=null;finalScore=0.025254365332376058;time_started=15:05:43;seed=42;experiment_id=14;cpus=1;done=true;memory_max=4096;trace={"55936772":0.025254365332376058,"53399626":0.0};measure=FMacroAvgL;split=0;host=node07-023;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=15:14:45;dataset=arts1;algorithm=random
exception=null;finalScore=0.24198244790258328;time_started=10:13:15;seed=42;experiment_id=16;cpus=1;done=true;memory_max=4096;trace={"2630922":0.24198244790258328,"6392":0.014229513685444044};measure=FMacroAvgL;split=0;host=node07-018;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=10:21:29;dataset=arts1;algorithm=hb
exception=null;finalScore=0.2943067297348527;time_started=10:20:11;seed=42;experiment_id=24;cpus=1;done=true;memory_max=4096;trace={"5507830":0.26047060313423714,"4110509":0.0,"8340343":0.26431903695870645,"14809325":0.2880567724864859,"79060986":0.2943067297348527};measure=FMacroAvgL;split=2;host=node07-017;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=10:32:28;dataset=arts1;algorithm=bf
exception=null;finalScore=0.4228686518160203;time_started=11:15:02;seed=42;experiment_id=26;cpus=1;done=true;memory_max=4096;trace={"2643":0.2491631175841702,"44660":0.4228686518160203,"5725":0.2789803456008442};measure=FMacroAvgL;split=0;host=node07-019;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=11:15:15;dataset=birds;algorithm=bf
exception=null;finalScore=0.03066933350981027;time_started=14:38:10;seed=42;experiment_id=29;cpus=1;done=true;memory_max=16384;trace={"12811089":0.0,"34468346":0.006289308176100629,"59092706":0.007020719863081397,"86214603":0.03066933350981027};measure=FMacroAvgL;split=0;host=node10-016;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=14:46:23;dataset=bibtex;algorithm=random
exception=null;finalScore=0.27591699611335174;time_started=14:23:45;seed=42;experiment_id=32;cpus=1;done=true;memory_max=4096;trace={"50265598":0.27591699611335174,"35361162":0.0};measure=FMacroAvgL;split=1;host=node07-022;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=14:32:02;dataset=arts1;algorithm=random
exception=null;finalScore=0.24294485407616803;time_started=12:18:40;seed=42;experiment_id=33;cpus=1;done=true;memory_max=4096;trace={"2027374":0.0,"15821714":0.24294485407616803,"8078338":0.10968370488974542};measure=FMacroAvgL;split=1;host=node07-018;evaluationTimeout=1800;time_created=11:31:35;globalTimeout=86400;time_end=12:26:04;dataset=bibtex;algorithm=bf
